410,2965,2990,,0
410,2966,2990,,0
410,2966,2962,,0
410,2968,2990,,0
410,2968,4078,,0
410,4029,2990,,0
410,4029,6969,,0
410,4029,6160,,0
410,6156,2952,,0
410,6156,2990,,0
410,2922,6969,,0
410,2952,6156,,0
410,2990,2965,,0
410,2990,2966,,0
410,2990,2968,,0
410,2990,4029,,0
410,2990,6156,,0
410,2990,2948,,0
410,2990,2975,,0
410,2948,2990,,0
410,2948,6969,,0
410,2948,6160,,0
410,2962,2966,,0
410,6969,4029,,0
410,6969,2922,,0
410,6969,2948,,0
410,6969,2975,,0
410,2972,2975,,0
410,2972,6160,,0
410,4364,2975,,0
410,4078,2968,,0
410,4078,2975,,0
410,2975,2990,,0
410,2975,6969,,0
410,2975,2972,,0
410,2975,4364,,0
410,2975,4078,,0
410,6160,4029,,0
410,6160,2948,,0
410,6160,2972,,0
8359,2786,2789,,0
8359,2812,2789,,0
8359,2812,2808,,0
8359,6067,2789,,0
8359,2801,2781,,0
8359,2801,2806,,0
8359,2789,2786,,0
8359,2789,2812,,0
8359,2789,6067,,0
8359,2789,2781,,0
8359,2789,2806,,0
8359,2781,2801,,0
8359,2781,2789,,0
8359,2781,2806,,0
8359,2808,2812,,0
8359,2806,2801,,0
8359,2806,2789,,0
8359,2806,2781,,0
470,253,247,,0
470,253,246,,0
470,248,246,,0
470,1044,253,,0
470,1044,1084,,0
470,1044,246,,0
470,247,253,,0
470,247,246,,0
470,245,298,,0
470,245,246,,0
470,1084,1044,,0
470,1084,246,,0
470,298,246,,0
470,280,246,,0
470,246,253,,0
470,246,248,,0
470,246,1044,,0
470,246,247,,0
470,246,245,,0
470,246,1084,,0
470,246,298,,0
470,246,280,,0
1338,2709,2673,,0
1338,2709,2688,,0
1338,2715,2673,,0
1338,2673,2709,,0
1338,2673,2715,,0
1338,2673,6045,,0
1338,2673,2688,,0
1338,2670,2688,,0
1338,6045,2673,,0
1338,2688,2709,,0
1338,2688,2673,,0
1338,2688,2670,,0
2750,1506,1678,,0
2750,1264,1678,,0
2750,490,1678,,0
2750,1665,1054,,0
2750,1197,1678,,0
2750,1054,1678,,0
2750,4197,1678,,0
2750,1056,1665,,0
2750,1678,1506,,0
2750,1678,1264,,0
2750,1678,490,,0
2750,1678,1197,,0
2750,1678,1054,,0
2750,1678,4197,,0
3652,730,719,,0
3652,737,715,,0
3652,737,709,,0
3652,737,688,,0
3652,737,718,,0
3652,737,5595,,0
3652,737,719,,0
3652,737,442,,0
3652,737,722,,0
3652,737,448,,0
3652,737,664,,0
3652,737,746,,0
3652,737,729,,0
3652,737,711,,0
3652,715,737,,0
3652,715,718,,0
3652,709,737,,0
3652,709,688,,0
3652,709,711,,0
3652,5599,729,,0
3652,688,737,,0
3652,688,709,,0
3652,435,448,,0
3652,718,737,,0
3652,718,715,,0
3652,5595,737,,0
3652,719,730,,0
3652,719,737,,0
3652,442,737,,0
3652,442,460,,0
3652,722,737,,0
3652,644,711,,0
3652,448,737,,0
3652,448,435,,0
3652,460,442,,0
3652,664,737,,0
3652,746,737,,0
3652,729,737,,0
3652,729,5599,,0
3652,711,737,,0
3652,711,644,,0
146,3531,7162,,0
146,7162,7161,,0
897,6019,2397,,0
897,4200,2397,,0
897,2399,2397,,0
897,2400,2397,,0
897,6024,2397,,0
897,2425,2397,,0
897,8076,2397,,0
897,2402,2397,Y,0
897,2430,2397,,0
897,4203,2397,,0
897,2397,6019,,0
897,2397,4200,,0
897,2397,2399,,0
897,2397,2400,,0
897,2397,6024,,0
897,2397,2425,,0
897,2397,8076,,0
897,2397,2402,Y,0
897,2397,2430,,0
897,2397,4203,,0
897,2397,2426,,0
897,2397,4204,,0
